#  L TT            EE            BB            TE            PP            PT            PE           
 204 1.9785231e+03 2.4723377e-01 3.7271473e-03 -2.6674962e+00 4.5819652e-08 1.9508903e-04 -1.0479944e-06
 205 1.9812448e+03 2.4782131e-01 3.7683244e-03 -2.2342953e+00 4.5565553e-08 1.9339672e-04 -1.0123802e-06
 206 1.9837620e+03 2.4875216e-01 3.8095966e-03 -1.7948014e+00 4.5313628e-08 1.9172231e-04 -9.7786135e-07
 207 1.9860595e+03 2.5004245e-01 3.8509590e-03 -1.3489397e+00 4.5063868e-08 1.9006564e-04 -9.4440982e-07
 208 1.9881290e+03 2.5170682e-01 3.8924076e-03 -8.9685784e-01 4.4816232e-08 1.8842649e-04 -9.1199713e-07
 209 1.9899997e+03 2.5375916e-01 3.9339394e-03 -4.3863690e-01 4.4570711e-08 1.8680468e-04 -8.8059504e-07
 210 1.9916561e+03 2.5621561e-01 3.9755522e-03 2.5619944e-02 4.4327286e-08 1.8520007e-04 -8.5017557e-07
 211 1.9931051e+03 2.5909152e-01 4.0172445e-03 4.9581841e-01 4.4085926e-08 1.8361246e-04 -8.2071029e-07
 212 1.9943608e+03 2.6240005e-01 4.0590159e-03 9.7185091e-01 4.3846640e-08 1.8204168e-04 -7.9217109e-07
 213 1.9954227e+03 2.6615732e-01 4.1008664e-03 1.4536188e+00 4.3609375e-08 1.8048755e-04 -7.6452978e-07
 214 1.9962975e+03 2.7037867e-01 4.1427971e-03 1.9410175e+00 4.3374128e-08 1.7894988e-04 -7.3775807e-07
 215 1.9969847e+03 2.7507205e-01 4.1848095e-03 2.4339143e+00 4.3140880e-08 1.7742854e-04 -7.1182794e-07
 216 1.9974687e+03 2.8026098e-01 4.2269060e-03 2.9321691e+00 4.2909606e-08 1.7592327e-04 -6.8671089e-07
 217 1.9977490e+03 2.8595339e-01 4.2690894e-03 3.4356196e+00 4.2680287e-08 1.7443396e-04 -6.6237905e-07
 218 1.9978249e+03 2.9215718e-01 4.3113630e-03 3.9442148e+00 4.2452914e-08 1.7296044e-04 -6.3880419e-07
 219 1.9976884e+03 2.9889513e-01 4.3537305e-03 4.4577257e+00 4.2227447e-08 1.7150249e-04 -6.1595804e-07
 220 1.9973314e+03 3.0617513e-01 4.3961962e-03 4.9760866e+00 4.2003881e-08 1.7005994e-04 -5.9381246e-07
 221 1.9967608e+03 3.1400508e-01 4.4387645e-03 5.4990091e+00 4.1782204e-08 1.6863265e-04 -5.7233936e-07
 222 1.9959610e+03 3.2240773e-01 4.4814400e-03 6.0265020e+00 4.1562375e-08 1.6722040e-04 -5.5151052e-07
 223 1.9949389e+03 3.3138351e-01 4.5242274e-03 6.5582026e+00 4.1344385e-08 1.6582303e-04 -5.3129779e-07
 224 1.9937012e+03 3.4094774e-01 4.5671316e-03 7.0940456e+00 4.1128214e-08 1.6444037e-04 -5.1167304e-07
 225 1.9922475e+03 3.5110083e-01 4.6101572e-03 7.6336685e+00 4.0913855e-08 1.6307226e-04 -4.9260824e-07
 226 1.9905695e+03 3.6186552e-01 4.6533090e-03 8.1770060e+00 4.0701266e-08 1.6171849e-04 -4.7407509e-07
 227 1.9886742e+03 3.7324963e-01 4.6965912e-03 8.7237701e+00 4.0490440e-08 1.6037888e-04 -4.5604546e-07
 228 1.9865609e+03 3.8525357e-01 4.7400081e-03 9.2737469e+00 4.0281357e-08 1.5905328e-04 -4.3849133e-07
 229 1.9842364e+03 3.9789260e-01 4.7835634e-03 9.8267230e+00 4.0073997e-08 1.5774150e-04 -4.2138454e-07
 230 1.9816927e+03 4.1117454e-01 4.8272604e-03 1.0382485e+01 3.9868346e-08 1.5644340e-04 -4.0469702e-07
 231 1.9789366e+03 4.2509234e-01 4.8711020e-03 1.0940744e+01 3.9664371e-08 1.5515876e-04 -3.8840060e-07
 232 1.9759749e+03 4.3966124e-01 4.9150903e-03 1.1501288e+01 3.9462072e-08 1.5388743e-04 -3.7246717e-07
 233 1.9727996e+03 4.5488901e-01 4.9592269e-03 1.2063828e+01 3.9261414e-08 1.5262922e-04 -3.5686864e-07
 234 1.9694100e+03 4.7077602e-01 5.0035128e-03 1.2628077e+01 3.9062375e-08 1.5138395e-04 -3.4157689e-07
 235 1.9658204e+03 4.8733005e-01 5.0479481e-03 1.3193897e+01 3.8864944e-08 1.5015144e-04 -3.2656380e-07
 236 1.9620153e+03 5.0455887e-01 5.0925321e-03 1.3760925e+01 3.8669107e-08 1.4893155e-04 -3.1180135e-07
 237 1.9580164e+03 5.2244795e-01 5.1372635e-03 1.4328873e+01 3.8474831e-08 1.4772406e-04 -2.9726138e-07
 238 1.9538156e+03 5.4100506e-01 5.1821400e-03 1.4897530e+01 3.8282106e-08 1.4652882e-04 -2.8291583e-07
 239 1.9494198e+03 5.6022308e-01 5.2271583e-03 1.5466607e+01 3.8090917e-08 1.4534569e-04 -2.6873669e-07
 240 1.9448283e+03 5.8011720e-01 5.2723145e-03 1.6035669e+01 3.7901237e-08 1.4417443e-04 -2.5469574e-07
 241 1.9400406e+03 6.0068029e-01 5.3176035e-03 1.6604652e+01 3.7713041e-08 1.4301488e-04 -2.4076498e-07
 242 1.9350709e+03 6.2190524e-01 5.3630196e-03 1.7173119e+01 3.7526319e-08 1.4186689e-04 -2.2691633e-07
 243 1.9299186e+03 6.4379236e-01 5.4085561e-03 1.7740785e+01 3.7341048e-08 1.4073025e-04 -2.1312169e-07
 244 1.9245830e+03 6.6633451e-01 5.4542053e-03 1.8307510e+01 3.7157217e-08 1.3960484e-04 -1.9935305e-07
 245 1.9190784e+03 6.8953200e-01 5.4999589e-03 1.8872933e+01 3.6974790e-08 1.3849041e-04 -1.8558227e-07
 246 1.9134116e+03 7.1336285e-01 5.5458076e-03 1.9436843e+01 3.6793766e-08 1.3738685e-04 -1.7178137e-07
 247 1.9075746e+03 7.3783478e-01 5.5917414e-03 1.9998951e+01 3.6614112e-08 1.3629396e-04 -1.5792225e-07
 248 1.9015891e+03 7.6294066e-01 5.6377496e-03 2.0558898e+01 3.6435817e-08 1.3521156e-04 -1.4397684e-07
 249 1.8954470e+03 7.8865851e-01 5.6838208e-03 2.1116545e+01 3.6258859e-08 1.3413948e-04 -1.2991710e-07
 250 1.8891625e+03 8.1499605e-01 5.7299430e-03 2.1671531e+01 3.6083218e-08 1.3307754e-04 -1.1571498e-07
 251 1.8827266e+03 8.4192259e-01 5.7761035e-03 2.2223413e+01 3.5908885e-08 1.3202561e-04 -1.0134956e-07
 252 1.8761410e+03 8.6946906e-01 5.8222893e-03 2.2771936e+01 3.5735831e-08 1.3098356e-04 -8.6828242e-08
 253 1.8693989e+03 8.9765028e-01 5.8684870e-03 2.3316687e+01 3.5564063e-08 1.2995129e-04 -7.2165586e-08
 254 1.8625084e+03 9.2649589e-01 5.9146825e-03 2.3857179e+01 3.5393554e-08 1.2892869e-04 -5.7376113e-08
 255 1.8554479e+03 9.5601328e-01 5.9608619e-03 2.4393149e+01 3.5224309e-08 1.2791570e-04 -4.2474385e-08
 256 1.8482253e+03 9.8623212e-01 6.0070108e-03 2.4924185e+01 3.5056302e-08 1.2691220e-04 -2.7474923e-08
 257 1.8408415e+03 1.0171672e+00 6.0531147e-03 2.5450098e+01 3.4889531e-08 1.2591812e-04 -1.2392272e-08
 258 1.8333044e+03 1.0488260e+00 6.0991592e-03 2.5970252e+01 3.4723993e-08 1.2493335e-04 2.7590351e-09
 259 1.8256147e+03 1.0812381e+00 6.1451299e-03 2.6485499e+01 3.4559662e-08 1.2395781e-04 1.7964467e-08
 260 1.8177880e+03 1.1144110e+00 6.1910125e-03 2.6994015e+01 3.4396544e-08 1.2299141e-04 3.3209496e-08
 261 1.8098174e+03 1.1483595e+00 6.2367929e-03 2.7496949e+01 3.4234611e-08 1.2203401e-04 4.8479578e-08
 262 1.8017184e+03 1.1830984e+00 6.2824573e-03 2.7993219e+01 3.4073870e-08 1.2108559e-04 6.3760209e-08
 263 1.7934918e+03 1.2186427e+00 6.3279923e-03 2.8483231e+01 3.3914295e-08 1.2014599e-04 7.9036826e-08
 264 1.7851380e+03 1.2549997e+00 6.3733849e-03 2.8965904e+01 3.3755882e-08 1.1921516e-04 9.4294935e-08
 265 1.7766505e+03 1.2921695e+00 6.4186226e-03 2.9442388e+01 3.3598621e-08 1.1829297e-04 1.0951998e-07
 266 1.7680297e+03 1.3301595e+00 6.4636935e-03 2.9910858e+01 3.3442507e-08 1.1737936e-04 1.2469746e-07
 267 1.7592837e+03 1.3689698e+00 6.5085864e-03 3.0370977e+01 3.3287520e-08 1.1647423e-04 1.3981285e-07
 268 1.7504059e+03 1.4086079e+00 6.5532906e-03 3.0823894e+01 3.3133655e-08 1.1557748e-04 1.5485162e-07
 269 1.7413893e+03 1.4490812e+00 6.5977963e-03 3.1267786e+01 3.2980893e-08 1.1468899e-04 1.6979922e-07
 270 1.7322347e+03 1.4903824e+00 6.6420944e-03 3.1703800e+01 3.2829239e-08 1.1380874e-04 1.8464121e-07
 271 1.7229574e+03 1.5325190e+00 6.6861766e-03 3.2130115e+01 3.2678668e-08 1.1293655e-04 1.9936297e-07
 272 1.7135434e+03 1.5754909e+00 6.7300355e-03 3.2547877e+01 3.2529176e-08 1.1207237e-04 2.1395003e-07
 273 1.7040154e+03 1.6192762e+00 6.7736646e-03 3.2956008e+01 3.2380766e-08 1.1121614e-04 2.2838793e-07
 274 1.6943593e+03 1.6638896e+00 6.8170581e-03 3.3355655e+01 3.2233395e-08 1.1036769e-04 2.4266202e-07
 275 1.6845832e+03 1.7093165e+00 6.8602114e-03 3.3744996e+01 3.2087081e-08 1.0952699e-04 2.5675793e-07
 276 1.6747025e+03 1.7555569e+00 6.9031205e-03 3.4125179e+01 3.1941806e-08 1.0869392e-04 2.7066105e-07
 277 1.6647104e+03 1.8026035e+00 6.9457825e-03 3.4495124e+01 3.1797551e-08 1.0786838e-04 2.8435687e-07
 278 1.6546075e+03 1.8504490e+00 6.9881953e-03 3.4854494e+01 3.1654317e-08 1.0705029e-04 2.9783090e-07
 279 1.6444020e+03 1.8990713e+00 7.0303576e-03 3.5204438e+01 3.1512087e-08 1.0623956e-04 3.1106865e-07
 280 1.6341018e+03 1.9484556e+00 7.0722690e-03 3.5543875e+01 3.1370847e-08 1.0543608e-04 3.2405554e-07
 281 1.6237002e+03 1.9986021e+00 7.1139301e-03 3.5873212e+01 3.1230601e-08 1.0463978e-04 3.3677714e-07
 282 1.6132051e+03 2.0494811e+00 7.1553419e-03 3.6192111e+01 3.1091324e-08 1.0385055e-04 3.4921890e-07
 283 1.6026247e+03 2.1010854e+00 7.1965063e-03 3.6500234e+01 3.0953016e-08 1.0306830e-04 3.6136630e-07
 284 1.5919521e+03 2.1534003e+00 7.2374261e-03 3.6797246e+01 3.0815654e-08 1.0229293e-04 3.7320481e-07
 285 1.5811955e+03 2.2064036e+00 7.2781044e-03 3.7083552e+01 3.0679244e-08 1.0152438e-04 3.8472008e-07
 286 1.5703553e+03 2.2600807e+00 7.3185450e-03 3.7359558e+01 3.0543765e-08 1.0076251e-04 3.9589739e-07
 287 1.5594471e+03 2.3143944e+00 7.3587523e-03 3.7624926e+01 3.0409208e-08 1.0000727e-04 4.0672237e-07
 288 1.5484641e+03 2.3693376e+00 7.3987310e-03 3.7878577e+01 3.0275558e-08 9.9258512e-05 4.1718037e-07
 289 1.5374069e+03 2.4248807e+00 7.4384863e-03 3.8122402e+01 3.0142812e-08 9.8516203e-05 4.2725709e-07
 290 1.5262909e+03 2.4810015e+00 7.4780237e-03 3.8354579e+01 3.0010964e-08 9.7780212e-05 4.3693786e-07
 291 1.5151168e+03 2.5376928e+00 7.5173489e-03 3.8576256e+01 2.9879996e-08 9.7050481e-05 4.4620835e-07
 292 1.5038778e+03 2.5948359e+00 7.5564677e-03 3.8787096e+01 2.9749893e-08 9.6326872e-05 4.5505384e-07
 293 1.4925819e+03 2.6525200e+00 7.5953862e-03 3.8987505e+01 2.9620657e-08 9.5609325e-05 4.6345999e-07
 294 1.4812371e+03 2.7106859e+00 7.6341105e-03 3.9176404e+01 2.9492271e-08 9.4897737e-05 4.7141224e-07
 295 1.4698367e+03 2.7692000e+00 7.6726465e-03 3.9354941e+01 2.9364719e-08 9.4192003e-05 4.7889605e-07
 296 1.4583887e+03 2.8281517e+00 7.7110002e-03 3.9522779e+01 2.9238003e-08 9.3492054e-05 4.8589702e-07
 297 1.4468862e+03 2.8874073e+00 7.7491773e-03 3.9678839e+01 2.9112098e-08 9.2797774e-05 4.9240054e-07
 298 1.4353448e+03 2.9469819e+00 7.7871832e-03 3.9824268e+01 2.8987012e-08 9.2109092e-05 4.9839223e-07
 299 1.4237651e+03 3.0068162e+00 7.8250234e-03 3.9959473e+01 2.8862723e-08 9.1425906e-05 5.0385754e-07
 300 1.4121476e+03 3.0668509e+00 7.8627027e-03 4.0084118e+01 2.8739215e-08 9.0748110e-05 5.0878190e-07
 301 1.4005005e+03 3.1271813e+00 7.9002255e-03 4.0198517e+01 2.8616492e-08 9.0075639e-05 5.1315648e-07
 302 1.3888322e+03 3.1876289e+00 7.9375960e-03 4.0302629e+01 2.8494540e-08 8.9408487e-05 5.1699481e-07
 303 1.3771439e+03 3.2483185e+00 7.9748178e-03 4.0396320e+01 2.8373350e-08 8.8746631e-05 5.2031583e-07
 304 1.3654439e+03 3.3092261e+00 8.0118940e-03 4.0479458e+01 2.8252927e-08 8.8090080e-05 5.2313868e-07
 305 1.3537409e+03 3.3703281e+00 8.0488272e-03 4.0551167e+01 2.8133259e-08 8.7438843e-05 5.2548248e-07
 306 1.3420284e+03 3.4316746e+00 8.0856193e-03 4.0611315e+01 2.8014339e-08 8.6792897e-05 5.2736617e-07
 307 1.3303224e+03 3.4931677e+00 8.1222719e-03 4.0659769e+01 2.7896155e-08 8.6152232e-05 5.2880874e-07
 308 1.3186240e+03 3.5548578e+00 8.1587856e-03 4.0696396e+01 2.7778718e-08 8.5516896e-05 5.2982957e-07
 309 1.3069342e+03 3.6167209e+00 8.1951609e-03 4.0721064e+01 2.7662012e-08 8.4886848e-05 5.3044747e-07
 310 1.2952468e+03 3.6786589e+00 8.2313973e-03 4.0733639e+01 2.7546026e-08 8.4262085e-05 5.3068149e-07
 311 1.2835850e+03 3.7407967e+00 8.2674940e-03 4.0732503e+01 2.7430766e-08 8.3642618e-05 5.3055075e-07
 312 1.2719351e+03 3.8030359e+00 8.3034494e-03 4.0719010e+01 2.7316221e-08 8.3028454e-05 5.3007436e-07
 313 1.2603130e+03 3.8654272e+00 8.3392615e-03 4.0692283e+01 2.7202384e-08 8.2419572e-05 5.2927126e-07
 314 1.2487198e+03 3.9278724e+00 8.3749278e-03 4.0652190e+01 2.7089244e-08 8.1815961e-05 5.2816044e-07
 315 1.2371491e+03 3.9903476e+00 8.4104452e-03 4.0598598e+01 2.6976814e-08 8.1217668e-05 5.2676125e-07
 316 1.2256169e+03 4.0529776e+00 8.4458101e-03 4.0531374e+01 2.6865062e-08 8.0624634e-05 5.2509237e-07
 317 1.2141242e+03 4.1155901e+00 8.4810188e-03 4.0451128e+01 2.6753999e-08 8.0036896e-05 5.2317309e-07
 318 1.2026796e+03 4.1782356e+00 8.5160669e-03 4.0356984e+01 2.6643623e-08 7.9454452e-05 5.2102246e-07
 319 1.1912767e+03 4.2408902e+00 8.5509498e-03 4.0248809e+01 2.6533922e-08 7.8877282e-05 5.1865941e-07
 320 1.1799165e+03 4.3036045e+00 8.5856627e-03 4.0127213e+01 2.6424882e-08 7.8305384e-05 5.1610297e-07
 321 1.1686225e+03 4.3662804e+00 8.6202005e-03 3.9992064e+01 2.6316512e-08 7.7738776e-05 5.1337231e-07
 322 1.1573733e+03 4.4288942e+00 8.6545581e-03 3.9842484e+01 2.6208800e-08 7.7177439e-05 5.1048635e-07
 323 1.1461925e+03 4.4914222e+00 8.6887301e-03 3.9679085e+01 2.6101732e-08 7.6621379e-05 5.0746418e-07
 324 1.1350660e+03 4.5538406e+00 8.7227113e-03 3.9502475e+01 2.5995317e-08 7.6070586e-05 5.0432480e-07
 325 1.1240100e+03 4.6162000e+00 8.7564963e-03 3.9311779e+01 2.5889536e-08 7.5525068e-05 5.0108728e-07
 326 1.1130180e+03 4.6784767e+00 8.7900801e-03 3.9107606e+01 2.5784396e-08 7.4984833e-05 4.9777074e-07
 327 1.1020985e+03 4.7405727e+00 8.8234578e-03 3.8889079e+01 2.5679878e-08 7.4449853e-05 4.9439403e-07
 328 1.0912527e+03 4.8024644e+00 8.8566244e-03 3.8656810e+01 2.5575990e-08 7.3920152e-05 4.9097636e-07
 329 1.0804814e+03 4.8642024e+00 8.8895758e-03 3.8412149e+01 2.5472714e-08 7.3395711e-05 4.8753664e-07
 330 1.0697934e+03 4.9256888e+00 8.9223076e-03 3.8153477e+01 2.5370055e-08 7.2876539e-05 4.8409396e-07
 331 1.0591820e+03 4.9869742e+00 8.9548164e-03 3.7881404e+01 2.5267999e-08 7.2362626e-05 4.8066730e-07
 332 1.0486560e+03 5.0480350e+00 8.9870989e-03 3.7595797e+01 2.5166544e-08 7.1853986e-05 4.7727581e-07
 333 1.0382089e+03 5.1087734e+00 9.0191525e-03 3.7298007e+01 2.5065683e-08 7.1350601e-05 4.7393839e-07
 334 1.0278491e+03 5.1692400e+00 9.0509751e-03 3.6987157e+01 2.4965412e-08 7.0852479e-05 4.7067413e-07
 335 1.0175852e+03 5.2293370e+00 9.0825652e-03 3.6663858e+01 2.4865724e-08 7.0359619e-05 4.6750206e-07
 336 1.0074108e+03 5.2891152e+00 9.1139219e-03 3.6327973e+01 2.4766608e-08 6.9872002e-05 4.6444109e-07
 337 9.9732695e+02 5.3485509e+00 9.1450453e-03 3.5980857e+01 2.4668069e-08 6.9389652e-05 4.6151042e-07
 338 9.8733470e+02 5.4076207e+00 9.1759358e-03 3.5621631e+01 2.4570092e-08 6.8912551e-05 4.5872896e-07
 339 9.7744254e+02 5.4663011e+00 9.2065949e-03 3.5251647e+01 2.4472681e-08 6.8440706e-05 4.5611578e-07
 340 9.6765151e+02 5.5246428e+00 9.2370245e-03 3.4870770e+01 2.4375822e-08 6.7974107e-05 4.5368985e-07
 341 9.5795524e+02 5.5824738e+00 9.2672275e-03 3.4478868e+01 2.4279512e-08 6.7512770e-05 4.5147031e-07
 342 9.4835479e+02 5.6398448e+00 9.2972077e-03 3.4075804e+01 2.4183747e-08 6.7056677e-05 4.4947606e-07
 343 9.3885119e+02 5.6967325e+00 9.3269693e-03 3.3662931e+01 2.4088519e-08 6.6605835e-05 4.4772618e-07
 344 9.2943807e+02 5.7530391e+00 9.3565175e-03 3.3239371e+01 2.3993818e-08 6.6160226e-05 4.4623958e-07
 345 9.2011649e+02 5.8088155e+00 9.3858584e-03 3.2805732e+01 2.3899649e-08 6.5719881e-05 4.4503550e-07
 346 9.1088748e+02 5.8639638e+00 9.4149985e-03 3.2361879e+01 2.3806001e-08 6.5284775e-05 4.4413278e-07
 347 9.0174466e+02 5.9185351e+00 9.4439453e-03 3.1908420e+01 2.3712866e-08 6.4854906e-05 4.4355044e-07
 348 8.9268909e+02 5.9723572e+00 9.4727068e-03 3.1445221e+01 2.3620235e-08 6.4430266e-05 4.4330746e-07
 349 8.8372924e+02 6.0256297e+00 9.5012917e-03 3.0974375e+01 2.3528113e-08 6.4010885e-05 4.4342304e-07
 350 8.7485873e+02 6.0782548e+00 9.5297095e-03 3.0495003e+01 2.3436485e-08 6.3596729e-05 4.4391600e-07
 351 8.6608698e+02 6.1302794e+00 9.5579700e-03 3.0008388e+01 2.3345355e-08 6.3187803e-05 4.4480066e-07
 352 8.5741974e+02 6.1816600e+00 9.5860837e-03 2.9514792e+01 2.3254712e-08 6.2783992e-05 4.4607167e-07
 353 8.4885628e+02 6.2323490e+00 9.6140616e-03 2.9013665e+01 2.3164555e-08 6.2385189e-05 4.4771901e-07
 354 8.4040332e+02 6.2823731e+00 9.6419148e-03 2.8506687e+01 2.3074882e-08 6.1991277e-05 4.4973257e-07
 355 8.3207498e+02 6.3316105e+00 9.6696552e-03 2.7992565e+01 2.2985687e-08 6.1602125e-05 4.5210217e-07
 356 8.2386311e+02 6.3800879e+00 9.6972949e-03 2.7471492e+01 2.2896969e-08 6.1217639e-05 4.5481788e-07
 357 8.1577440e+02 6.4277577e+00 9.7248459e-03 2.6943662e+01 2.2808725e-08 6.0837687e-05 4.5786952e-07
 358 8.0781557e+02 6.4745725e+00 9.7523208e-03 2.6409268e+01 2.2720947e-08 6.0462154e-05 4.6124699e-07
 359 7.9998588e+02 6.5204103e+00 9.7797321e-03 2.5867760e+01 2.2633643e-08 6.0090930e-05 4.6494027e-07
 360 7.9228462e+02 6.5652980e+00 9.8070925e-03 2.5320073e+01 2.2546802e-08 5.9723892e-05 4.6893921e-07
 361 7.8471849e+02 6.6091879e+00 9.8344145e-03 2.4764618e+01 2.2460417e-08 5.9360930e-05 4.7323380e-07
 362 7.7728677e+02 6.6520324e+00 9.8617107e-03 2.4202700e+01 2.2374496e-08 5.9001922e-05 4.7781389e-07
 363 7.7000360e+02 6.6937841e+00 9.8889935e-03 2.3634365e+01 2.2289029e-08 5.8646758e-05 4.8266946e-07
 364 7.6285339e+02 6.7344697e+00 9.9162751e-03 2.3059730e+01 2.2204015e-08 5.8295329e-05 4.8779048e-07
 365 7.5585772e+02 6.7740416e+00 9.9435674e-03 2.2479062e+01 2.2119446e-08 5.7947490e-05 4.9316664e-07
 366 7.4900843e+02 6.8124521e+00 9.9708822e-03 2.1892628e+01 2.2035331e-08 5.7603153e-05 4.9878810e-07
 367 7.4231225e+02 6.8497281e+00 9.9982306e-03 2.1300544e+01 2.1951650e-08 5.7262188e-05 5.0464465e-07
 368 7.3576845e+02 6.8857477e+00 1.0025624e-02 2.0703153e+01 2.1868414e-08 5.6924486e-05 5.1072629e-07
 369 7.2937632e+02 6.9206862e+00 1.0053072e-02 2.0100645e+01 2.1785614e-08 5.6589923e-05 5.1702287e-07
 370 7.2315000e+02 6.9542731e+00 1.0080585e-02 1.9493139e+01 2.1703248e-08 5.6258391e-05 5.2352437e-07
 371 7.1707392e+02 6.9867579e+00 1.0108173e-02 1.8880974e+01 2.1621314e-08 5.5929765e-05 5.3022065e-07
 372 7.1116223e+02 7.0178703e+00 1.0135844e-02 1.8264268e+01 2.1539806e-08 5.5603937e-05 5.3710171e-07
 373 7.0540680e+02 7.0477854e+00 1.0163607e-02 1.7643287e+01 2.1458724e-08 5.5280791e-05 5.4415746e-07
 374 6.9981433e+02 7.0764558e+00 1.0191470e-02 1.7018296e+01 2.1378058e-08 5.4960189e-05 5.5137763e-07
 375 6.9437670e+02 7.1038338e+00 1.0219439e-02 1.6389339e+01 2.1297820e-08 5.4642050e-05 5.5875248e-07
 376 6.8910062e+02 7.1298717e+00 1.0247521e-02 1.5756755e+01 2.1217988e-08 5.4326231e-05 5.6627166e-07
 377 6.8399282e+02 7.1545963e+00 1.0275723e-02 1.5120661e+01 2.1138575e-08 5.4012634e-05 5.7392531e-07
 378 6.7903774e+02 7.1779600e+00 1.0304048e-02 1.4481249e+01 2.1059569e-08 5.3701124e-05 5.8170314e-07
 379 6.7424953e+02 7.1999151e+00 1.0332503e-02 1.3838782e+01 2.0980970e-08 5.3391606e-05 5.8959529e-07
 380 6.6962748e+02 7.2204882e+00 1.0361091e-02 1.3193453e+01 2.0902771e-08 5.3083935e-05 5.9759141e-07
 381 6.6516348e+02 7.2397062e+00 1.0389815e-02 1.2545378e+01 2.0824975e-08 5.2778023e-05 6.0568170e-07
 382 6.6086423e+02 7.2573727e+00 1.0418679e-02 1.1894822e+01 2.0747577e-08 5.2473753e-05 6.1385610e-07
 383 6.5672906e+02 7.2737372e+00 1.0447684e-02 1.1242050e+01 2.0670570e-08 5.2170977e-05 6.2210416e-07
 384 6.5274982e+02 7.2886779e+00 1.0476833e-02 1.0587400e+01 2.0593957e-08 5.1869616e-05 6.3041626e-07
 385 6.4892581e+02 7.3022215e+00 1.0506127e-02 9.9310644e+00 2.0517735e-08 5.1569542e-05 6.3878218e-07
 386 6.4526378e+02 7.3144687e+00 1.0535567e-02 9.2734552e+00 2.0441889e-08 5.1270621e-05 6.4719163e-07
 387 6.4176302e+02 7.3253721e+00 1.0565153e-02 8.6147631e+00 2.0366431e-08 5.0972761e-05 6.5563483e-07
 388 6.3840797e+02 7.3350324e+00 1.0594886e-02 7.9553269e+00 2.0291351e-08 5.0675833e-05 6.6410156e-07
 389 6.3520538e+02 7.3434022e+00 1.0624765e-02 7.2954110e+00 2.0216647e-08 5.0379727e-05 6.7258184e-07
 390 6.3215454e+02 7.3505080e+00 1.0654791e-02 6.6352797e+00 2.0142312e-08 5.0084315e-05 6.8106542e-07
 391 6.2925476e+02 7.3563764e+00 1.0684963e-02 5.9751974e+00 2.0068351e-08 4.9789500e-05 6.8954250e-07
 392 6.2649049e+02 7.3609599e+00 1.0715279e-02 5.3154282e+00 1.9994759e-08 4.9495152e-05 6.9800283e-07
 393 6.2387589e+02 7.3643594e+00 1.0745739e-02 4.6561620e+00 1.9921523e-08 4.9201156e-05 7.0643635e-07
 394 6.2139540e+02 7.3665271e+00 1.0776343e-02 3.9975887e+00 1.9848653e-08 4.8907402e-05 7.1483308e-07
 395 6.1904834e+02 7.3674155e+00 1.0807089e-02 3.3400463e+00 1.9776139e-08 4.8613768e-05 7.2318286e-07
 396 6.1683401e+02 7.3671997e+00 1.0837976e-02 2.6837173e+00 1.9703976e-08 4.8320137e-05 7.3147562e-07
 397 6.1474429e+02 7.3657579e+00 1.0869004e-02 2.0288504e+00 1.9632170e-08 4.8026400e-05 7.3970139e-07
 398 6.1278592e+02 7.3631909e+00 1.0900173e-02 1.3756427e+00 1.9560711e-08 4.7732434e-05 7.4785002e-07
 399 6.1095077e+02 7.3594511e+00 1.0931481e-02 7.2432820e-01 1.9489596e-08 4.7438130e-05 7.5591151e-07
 400 6.0923814e+02 7.3547137e+00 1.0962928e-02 7.5121418e-02 1.9418825e-08 4.7143370e-05 7.6387583e-07
 401 6.0764820e+02 7.3488458e+00 1.0994516e-02 -5.7173865e-01 1.9348389e-08 4.6848054e-05 7.7173351e-07
 402 6.0617700e+02 7.3418934e+00 1.1026243e-02 -1.2158798e+00 1.9278295e-08 4.6552246e-05 7.7947937e-07
 403 6.0482888e+02 7.3338916e+00 1.1058112e-02 -1.8569277e+00 1.9208535e-08 4.6256007e-05 7.8710857e-07
 404 6.0360818e+02 7.3247270e+00 1.1090122e-02 -2.4944608e+00 1.9139111e-08 4.5959417e-05 7.9461654e-07
 405 6.0250438e+02 7.3143604e+00 1.1122276e-02 -3.1281017e+00 1.9070020e-08 4.5662548e-05 8.0199863e-07
 406 6.0152183e+02 7.3029011e+00 1.1154576e-02 -3.7575404e+00 1.9001259e-08 4.5365463e-05 8.0924998e-07
 407 6.0066485e+02 7.2902356e+00 1.1187023e-02 -4.3822661e+00 1.8932827e-08 4.5068239e-05 8.1636602e-07
 408 5.9993036e+02 7.2762504e+00 1.1219621e-02 -5.0019167e+00 1.8864719e-08 4.4770957e-05 8.2334220e-07
 409 5.9930784e+02 7.2611292e+00 1.1252373e-02 -5.6161302e+00 1.8796943e-08 4.4473688e-05 8.3017387e-07
 410 5.9881649e+02 7.2447585e+00 1.1285282e-02 -6.2244702e+00 1.8729490e-08 4.4176501e-05 8.3685625e-07
 411 5.9843093e+02 7.2270989e+00 1.1318354e-02 -6.8267978e+00 1.8662359e-08 4.3879468e-05 8.4338470e-07
 412 5.9817036e+02 7.2081857e+00 1.1351591e-02 -7.4226766e+00 1.8595550e-08 4.3582669e-05 8.4975465e-07
 413 5.9803170e+02 7.1879794e+00 1.1385000e-02 -8.0119677e+00 1.8529058e-08 4.3286165e-05 8.5596126e-07
